GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC39,HC02_EST_VC40,HC02_EST_VC41,HC02_EST_VC42,HC02_EST_VC43,HC02_EST_VC46,HC02_EST_VC47,HC02_EST_VC48,HC02_EST_VC49,HC02_EST_VC52,HC02_EST_VC53,HC02_EST_VC56,HC02_EST_VC57
1400000US37045951100,37045951100,"Census Tract 9511, Cleveland County, North Carolina",132,6.1,6.1,24.2,63.6,51,100,51,47.1,124,0,124,30.6
1400000US37045951200,37045951200,"Census Tract 9512, Cleveland County, North Carolina",409,11.5,34.2,31.3,23,268,57.1,153,7.2,409,6.1,409,31.3
1400000US37045951300,37045951300,"Census Tract 9513, Cleveland County, North Carolina",204,17.6,19.1,40.2,23,108,81.5,88,0,204,0,204,27.5
1400000US37045951400,37045951400,"Census Tract 9514, Cleveland County, North Carolina",434,4.8,32.5,38.2,24.4,325,80,260,39.6,438,12.1,438,43.6
1400000US37045951501,37045951501,"Census Tract 9515.01, Cleveland County, North Carolina",438,3.2,15.5,57.3,24,266,82.7,220,0,438,0,438,24.2
1400000US37045951502,37045951502,"Census Tract 9515.02, Cleveland County, North Carolina",16,6.3,37.5,50,6.3,14,100,14,0,16,0,16,12.5
1400000US37045951503,37045951503,"Census Tract 9515.03, Cleveland County, North Carolina",177,7.9,24.9,22,45.2,105,94.3,99,0,177,15.3,177,15.8
1400000US37045951601,37045951601,"Census Tract 9516.01, Cleveland County, North Carolina",371,4.3,57.1,26.4,12.1,264,65.2,172,10.5,388,14.7,388,23.2
1400000US37045951602,37045951602,"Census Tract 9516.02, Cleveland County, North Carolina",407,17.9,25.6,51.4,5.2,274,83.9,230,12.2,407,16,407,22.4
1400000US37047930100,37047930100,"Census Tract 9301, Columbus County, North Carolina",192,26,20.3,53.6,0,155,58.1,90,21.1,211,17.1,211,23.2
1400000US37047930200,37047930200,"Census Tract 9302, Columbus County, North Carolina",85,20,31.8,48.2,0,45,37.8,17,0,85,22.4,85,54.1
1400000US37047930300,37047930300,"Census Tract 9303, Columbus County, North Carolina",189,9,23.8,44.4,22.8,84,77.4,65,4.6,193,4.1,193,10.4
1400000US37047930400,37047930400,"Census Tract 9304, Columbus County, North Carolina",444,11.9,51.6,29.1,7.4,294,43.2,127,26,444,8.6,444,36.9
1400000US37047930500,37047930500,"Census Tract 9305, Columbus County, North Carolina",370,12.2,50,33.5,4.3,210,66.7,140,19.3,370,5.9,370,25.1
1400000US37047930600,37047930600,"Census Tract 9306, Columbus County, North Carolina",269,21.6,36.8,32.7,8.9,155,52.3,81,0,269,4.8,269,30.5
1400000US37047930700,37047930700,"Census Tract 9307, Columbus County, North Carolina",416,11.5,37,49.5,1.9,295,63.4,187,24.6,416,19,416,40.1
1400000US37047930800,37047930800,"Census Tract 9308, Columbus County, North Carolina",261,2.7,29.5,42.5,25.3,150,48.7,73,0,251,3.2,251,33.1
1400000US37047930900,37047930900,"Census Tract 9309, Columbus County, North Carolina",355,17.5,26.8,47,8.7,246,63.8,157,77.7,342,17.8,342,41.2
1400000US37047931000,37047931000,"Census Tract 9310, Columbus County, North Carolina",378,20.6,26.2,50.8,2.4,178,50.6,90,8.9,351,5.4,351,18.2
1400000US37047931100,37047931100,"Census Tract 9311, Columbus County, North Carolina",188,11.2,26.6,52.7,9.6,108,57.4,62,0,188,9,188,55.9
1400000US37047931200,37047931200,"Census Tract 9312, Columbus County, North Carolina",484,14.9,26.7,44.2,14.3,276,25.4,70,21.4,406,9.1,406,55.7
1400000US37047931300,37047931300,"Census Tract 9313, Columbus County, North Carolina",366,19.1,23.8,25.1,32,237,66.2,157,0,366,16.4,366,32.5
1400000US37049960101,37049960101,"Census Tract 9601.01, Craven County, North Carolina",835,0,19.3,40.8,39.9,334,57.5,192,13,835,0,835,37
1400000US37049960102,37049960102,"Census Tract 9601.02, Craven County, North Carolina",483,9.7,38.1,43.5,8.7,275,78.5,216,4.2,483,9.1,483,50.5
1400000US37049960200,37049960200,"Census Tract 9602, Craven County, North Carolina",431,7.9,38.3,37.6,16.2,280,62.9,176,0,400,10.8,400,34
1400000US37049960300,37049960300,"Census Tract 9603, Craven County, North Carolina",661,10.6,33.3,49.6,6.5,494,57.3,283,8.5,661,12,661,46.1
1400000US37049960401,37049960401,"Census Tract 9604.01, Craven County, North Carolina",583,2.7,29.7,25.2,42.4,180,60,108,13,610,2.6,610,23.6
1400000US37049960402,37049960402,"Census Tract 9604.02, Craven County, North Carolina",404,8.7,37.4,32.2,21.8,181,55.2,100,0,404,0,404,19.6
1400000US37049960403,37049960403,"Census Tract 9604.03, Craven County, North Carolina",674,1.2,17.1,33.1,48.7,312,82.7,258,6.6,674,1.6,674,23
1400000US37049960404,37049960404,"Census Tract 9604.04, Craven County, North Carolina",638,0,16.1,38.9,45,315,78.4,247,14.6,646,0,646,21.2
1400000US37049960500,37049960500,"Census Tract 9605, Craven County, North Carolina",777,8,40.2,31.4,20.5,643,76.7,493,3.4,865,3.8,865,26.2
1400000US37049960600,37049960600,"Census Tract 9606, Craven County, North Carolina",354,9.9,16.9,55.4,17.8,322,82.3,265,14,453,0,453,52.5
1400000US37049960700,37049960700,"Census Tract 9607, Craven County, North Carolina",200,1.5,33,33,32.5,161,78.9,127,14.2,224,0,224,24.1
1400000US37049960800,37049960800,"Census Tract 9608, Craven County, North Carolina",217,14.3,34.6,17.5,33.6,130,56.2,73,57.5,217,31.3,217,34.1
1400000US37049960900,37049960900,"Census Tract 9609, Craven County, North Carolina",135,0,5.2,20,74.8,79,67.1,53,17,135,16.3,135,31.9
1400000US37049961001,37049961001,"Census Tract 9610.01, Craven County, North Carolina",1334,1.3,23.5,44.9,30.3,812,70,568,5.1,1368,5,1368,27.8
1400000US37049961002,37049961002,"Census Tract 9610.02, Craven County, North Carolina",576,4.7,29.2,55,11.1,465,92.3,429,21.7,590,10.8,590,35.4
1400000US37049961100,37049961100,"Census Tract 9611, Craven County, North Carolina",1544,0.8,34,50.3,14.8,1324,87.5,1159,9.7,1725,5.1,1725,18.6
1400000US37049961201,37049961201,"Census Tract 9612.01, Craven County, North Carolina",274,0,38,59.1,2.9,494,89.9,444,2.9,528,4.2,528,12.7
1400000US37049961202,37049961202,"Census Tract 9612.02, Craven County, North Carolina",52,0,0,30.8,69.2,52,84.6,44,0,47,0,47,0
1400000US37049961301,37049961301,"Census Tract 9613.01, Craven County, North Carolina",722,1,39.6,55,4.4,633,70.5,446,10.8,783,1.7,783,24.1
1400000US37049961302,37049961302,"Census Tract 9613.02, Craven County, North Carolina",660,0,43.6,53.5,2.9,611,87.9,537,0,788,9.1,788,32.4
1400000US37049961303,37049961303,"Census Tract 9613.03, Craven County, North Carolina",586,0,9.9,71.2,18.9,492,88.6,436,3,586,0,586,14.7
1400000US37051000200,37051000200,"Census Tract 2, Cumberland County, North Carolina",107,13.1,7.5,60.7,18.7,93,74.2,69,37.7,107,34.6,107,37.4
1400000US37051000500,37051000500,"Census Tract 5, Cumberland County, North Carolina",317,15.1,31.9,30.3,22.7,159,64.8,103,35.9,317,16.4,317,46.4
1400000US37051000600,37051000600,"Census Tract 6, Cumberland County, North Carolina",852,5.5,22.1,37.3,35.1,520,87.3,454,9.7,848,5.2,848,21.2
1400000US37051000701,37051000701,"Census Tract 7.01, Cumberland County, North Carolina",658,10.9,9.9,20.7,58.5,275,85.5,235,0,658,3.3,658,18.7
1400000US37051000702,37051000702,"Census Tract 7.02, Cumberland County, North Carolina",209,6.2,4.3,34,55.5,40,7.5,3,33.3,209,9.1,209,44.5
1400000US37051000800,37051000800,"Census Tract 8, Cumberland County, North Carolina",386,7.5,16.1,32.1,44.3,238,85.3,203,3.9,378,14.3,378,20.9
1400000US37051000900,37051000900,"Census Tract 9, Cumberland County, North Carolina",664,3.8,25.3,42.8,28.2,491,80.4,395,4.8,674,4.9,674,20
1400000US37051001000,37051001000,"Census Tract 10, Cumberland County, North Carolina",343,7,23.6,50.7,18.7,279,77.8,217,10.1,327,5.2,327,15
1400000US37051001100,37051001100,"Census Tract 11, Cumberland County, North Carolina",441,6.1,27,44.7,22.2,306,65.4,200,13,441,15.9,441,46.9
1400000US37051001200,37051001200,"Census Tract 12, Cumberland County, North Carolina",864,10.4,18.1,53.4,18.2,715,61.4,439,19.8,821,11.1,821,28
1400000US37051001400,37051001400,"Census Tract 14, Cumberland County, North Carolina",572,3.8,30.6,53.5,12.1,339,67,227,7.9,562,8.4,562,32
1400000US37051001500,37051001500,"Census Tract 15, Cumberland County, North Carolina",377,5.3,41.1,38.2,15.4,343,76.7,263,0,385,7,385,28.6
1400000US37051001601,37051001601,"Census Tract 16.01, Cumberland County, North Carolina",744,0.4,21.1,46.9,31.6,574,84.3,484,3.7,768,3.8,768,18.6
1400000US37051001603,37051001603,"Census Tract 16.03, Cumberland County, North Carolina",464,16.2,13.4,48.1,22.4,310,78.7,244,0,457,3.9,457,16.2
1400000US37051001604,37051001604,"Census Tract 16.04, Cumberland County, North Carolina",516,6.2,8.1,62,23.6,459,70.6,324,15.4,490,1.4,490,15.7
1400000US37051001700,37051001700,"Census Tract 17, Cumberland County, North Carolina",900,1.7,29.8,50.9,17.7,724,79,572,11.4,912,11.4,912,30
1400000US37051001800,37051001800,"Census Tract 18, Cumberland County, North Carolina",293,21.5,27.6,25.6,25.3,200,74.5,149,9.4,300,8.7,300,36.7
1400000US37051001901,37051001901,"Census Tract 19.01, Cumberland County, North Carolina",291,10.7,24.4,36.8,28.2,195,87.7,171,4.7,291,7.6,291,23.7
1400000US37051001902,37051001902,"Census Tract 19.02, Cumberland County, North Carolina",674,6.8,14.4,56.5,22.3,526,62.2,327,19.6,665,4.5,665,40.8
1400000US37051001903,37051001903,"Census Tract 19.03, Cumberland County, North Carolina",460,8.3,35.7,50.7,5.4,361,86.7,313,19.2,511,6.5,511,32.3
1400000US37051002001,37051002001,"Census Tract 20.01, Cumberland County, North Carolina",349,0,31.2,41.8,26.9,302,87.4,264,0,390,5.6,390,14.4
1400000US37051002002,37051002002,"Census Tract 20.02, Cumberland County, North Carolina",699,4.3,23.5,60.9,11.3,531,69.1,367,23.2,760,11.8,760,30.8
1400000US37051002100,37051002100,"Census Tract 21, Cumberland County, North Carolina",504,0,11.5,53.8,34.7,399,77.4,309,2.9,521,3.3,521,15
1400000US37051002200,37051002200,"Census Tract 22, Cumberland County, North Carolina",259,9.3,31.7,47.9,11.2,274,79.6,218,12.4,292,15.4,292,16.1
1400000US37051002300,37051002300,"Census Tract 23, Cumberland County, North Carolina",740,2.3,28.5,63,6.2,558,74.9,418,16.7,780,7.9,780,19
1400000US37051002401,37051002401,"Census Tract 24.01, Cumberland County, North Carolina",232,1.7,36.2,53.4,8.6,245,52.7,129,31,256,18.4,256,12.1
1400000US37051002402,37051002402,"Census Tract 24.02, Cumberland County, North Carolina",365,0,14.8,73.7,11.5,371,83.3,309,15.9,426,9.9,426,8.9
1400000US37051002501,37051002501,"Census Tract 25.01, Cumberland County, North Carolina",1419,1.8,11.1,41.6,45.5,1106,77.7,859,11.4,1439,5.8,1439,16
1400000US37051002502,37051002502,"Census Tract 25.02, Cumberland County, North Carolina",943,2.2,18.2,54.2,25.3,838,81.5,683,7,1001,8.2,1001,17.9
1400000US37051002503,37051002503,"Census Tract 25.03, Cumberland County, North Carolina",697,3.2,20.2,42.9,33.7,606,89.8,544,0,733,2.6,733,10
1400000US37051002504,37051002504,"Census Tract 25.04, Cumberland County, North Carolina",817,3.7,20.6,46.3,29.5,694,87.9,610,11,869,2.8,869,19.6
1400000US37051002600,37051002600,"Census Tract 26, Cumberland County, North Carolina",464,5,32.5,45.7,16.8,290,81.7,237,14.8,464,18.1,464,31
1400000US37051002700,37051002700,"Census Tract 27, Cumberland County, North Carolina",1151,4.1,24.2,39.9,31.8,892,75.3,672,4.6,1151,8.3,1151,25.2
1400000US37051002800,37051002800,"Census Tract 28, Cumberland County, North Carolina",713,7.9,16.5,45.9,29.7,551,86,474,9.1,713,3.4,713,33.7
1400000US37051002900,37051002900,"Census Tract 29, Cumberland County, North Carolina",552,9.8,30.1,38,22.1,349,80.5,281,6,552,6.5,552,36.8
1400000US37051003001,37051003001,"Census Tract 30.01, Cumberland County, North Carolina",1293,4,21.2,40.9,33.9,1043,87.6,914,14.8,1287,2.2,1287,20.5
1400000US37051003002,37051003002,"Census Tract 30.02, Cumberland County, North Carolina",282,0,44,33,23,228,84.2,192,18.2,282,0,282,18.1
1400000US37051003102,37051003102,"Census Tract 31.02, Cumberland County, North Carolina",663,0,16.9,54.3,28.8,562,89,500,5.2,663,0,663,21
1400000US37051003103,37051003103,"Census Tract 31.03, Cumberland County, North Carolina",571,1.8,31.7,42.4,24.2,476,77.1,367,3.3,571,2.1,571,4
1400000US37051003104,37051003104,"Census Tract 31.04, Cumberland County, North Carolina",811,0,28.2,47,24.8,735,91.8,675,5.2,830,5.5,830,19.4
1400000US37051003201,37051003201,"Census Tract 32.01, Cumberland County, North Carolina",1878,2.2,13,42.2,42.5,1615,86.1,1390,3.5,1878,1.5,1878,22.4
1400000US37051003203,37051003203,"Census Tract 32.03, Cumberland County, North Carolina",945,0,27.6,48,24.3,794,78.5,623,2.2,957,0.9,957,23.1
1400000US37051003204,37051003204,"Census Tract 32.04, Cumberland County, North Carolina",1248,0.1,14.3,52.7,32.9,1112,76.3,849,7.5,1262,6.5,1262,26.5
1400000US37051003205,37051003205,"Census Tract 32.05, Cumberland County, North Carolina",1010,1,16.9,49.1,33,888,72.9,647,11.3,1053,5.8,1053,12.7
1400000US37051003302,37051003302,"Census Tract 33.02, Cumberland County, North Carolina",689,3.9,28,52.1,16,523,82.6,432,16.2,785,3.9,785,30.8
1400000US37051003304,37051003304,"Census Tract 33.04, Cumberland County, North Carolina",986,1.9,17.5,54.8,25.8,684,69,472,8.5,1033,5.7,1033,28.8
1400000US37051003305,37051003305,"Census Tract 33.05, Cumberland County, North Carolina",1160,0.1,29.8,46.2,23.9,916,76.5,701,15.4,1213,6.7,1213,28.3
1400000US37051003307,37051003307,"Census Tract 33.07, Cumberland County, North Carolina",750,1.6,12.9,67.1,18.4,769,84.9,653,11,831,1.8,831,14.8
1400000US37051003309,37051003309,"Census Tract 33.09, Cumberland County, North Carolina",1022,5.8,12,57.4,24.8,829,82.6,685,10.8,1056,2.8,1056,16
1400000US37051003310,37051003310,"Census Tract 33.10, Cumberland County, North Carolina",635,0,38.7,43.1,18.1,565,67.4,381,2.9,662,15.9,662,27
1400000US37051003311,37051003311,"Census Tract 33.11, Cumberland County, North Carolina",225,0,11.1,65.8,23.1,220,66.4,146,19.9,237,27,237,19.8
1400000US37051003312,37051003312,"Census Tract 33.12, Cumberland County, North Carolina",1288,0,6,67.4,26.6,1216,74.8,909,13.5,1371,4.5,1371,22.1
1400000US37051003313,37051003313,"Census Tract 33.13, Cumberland County, North Carolina",762,3.1,13,58.1,25.7,841,67.7,569,19.7,849,9.1,849,17.7
1400000US37051003314,37051003314,"Census Tract 33.14, Cumberland County, North Carolina",1173,0,18.6,50.4,31,1160,74.1,860,8.5,1246,5.1,1246,20
1400000US37051003401,37051003401,"Census Tract 34.01, Cumberland County, North Carolina",70,0,0,72.9,27.1,83,57.8,48,18.8,83,0,83,10.8
1400000US37051003402,37051003402,"Census Tract 34.02, Cumberland County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37051003403,37051003403,"Census Tract 34.03, Cumberland County, North Carolina",114,0,31.6,35.1,33.3,163,67.5,110,30.9,163,19.6,163,12.3
1400000US37051003404,37051003404,"Census Tract 34.04, Cumberland County, North Carolina",17,0,23.5,76.5,0,46,10.9,5,0,0,-,0,-
1400000US37051003405,37051003405,"Census Tract 34.05, Cumberland County, North Carolina",107,0,19.6,62.6,17.8,118,61,72,22.2,118,22,118,0
1400000US37051003406,37051003406,"Census Tract 34.06, Cumberland County, North Carolina",86,0,0,15.1,84.9,86,50,43,0,80,8.8,80,0
1400000US37051003407,37051003407,"Census Tract 34.07, Cumberland County, North Carolina",113,0,14.2,78.8,7.1,113,42.5,48,47.9,113,23.9,113,7.1
1400000US37051003408,37051003408,"Census Tract 34.08, Cumberland County, North Carolina",138,0,6.5,65.9,27.5,167,50.9,85,18.8,167,5.4,167,5.4
1400000US37051003500,37051003500,"Census Tract 35, Cumberland County, North Carolina",496,2.2,27.6,60.3,9.9,462,75.5,349,12.3,562,21.2,562,15.7
1400000US37051003600,37051003600,"Census Tract 36, Cumberland County, North Carolina",698,8.5,29.8,43,18.8,646,78.9,510,15.9,779,6.9,779,23
1400000US37051003700,37051003700,"Census Tract 37, Cumberland County, North Carolina",1039,2.1,28.9,34.6,34.4,888,82.8,735,12.5,1060,3.6,1060,25.8
1400000US37051003800,37051003800,"Census Tract 38, Cumberland County, North Carolina",343,13.7,22.2,54.5,9.6,288,37.2,107,21.5,267,40.4,267,28.8
1400000US37051980100,37051980100,"Census Tract 9801, Cumberland County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37051980200,37051980200,"Census Tract 9802, Cumberland County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37053110101,37053110101,"Census Tract 1101.01, Currituck County, North Carolina",131,0,21.4,27.5,51.1,50,74,37,0,131,7.6,131,8.4
1400000US37053110102,37053110102,"Census Tract 1101.02, Currituck County, North Carolina",160,11.3,0,64.4,24.4,95,65.3,62,12.9,160,25,160,13.1
1400000US37053110200,37053110200,"Census Tract 1102, Currituck County, North Carolina",823,5.6,28.6,43,22.8,669,80,535,4.7,851,1.4,851,23.5
1400000US37053110301,37053110301,"Census Tract 1103.01, Currituck County, North Carolina",550,2,34.7,43.6,19.6,367,86.1,316,0,550,5.5,550,29.1
1400000US37053110302,37053110302,"Census Tract 1103.02, Currituck County, North Carolina",240,17.1,34.2,26.7,22.1,136,86,117,0,233,2.1,233,32.2
1400000US37053110401,37053110401,"Census Tract 1104.01, Currituck County, North Carolina",460,8.3,22.8,54.3,14.6,270,43,116,0,460,0.4,460,37.2
1400000US37053110402,37053110402,"Census Tract 1104.02, Currituck County, North Carolina",291,24.4,22,40.5,13.1,143,88.8,127,16.5,291,0,291,30.2
1400000US37053990100,37053990100,"Census Tract 9901, Currituck County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37055970101,37055970101,"Census Tract 9701.01, Dare County, North Carolina",426,0.5,16.4,27.9,55.2,163,67.5,110,5.5,426,2.8,426,25.6
1400000US37055970102,37055970102,"Census Tract 9701.02, Dare County, North Carolina",249,0,16.9,62.7,20.5,82,82.9,68,0,249,12.9,249,55
1400000US37055970200,37055970200,"Census Tract 9702, Dare County, North Carolina",400,4.3,23.8,48,24,224,89.7,201,26.4,400,0,400,26.3
1400000US37055970300,37055970300,"Census Tract 9703, Dare County, North Carolina",462,2.4,39.6,29.9,28.1,215,53.5,115,16.5,462,0,462,28.8
1400000US37055970400,37055970400,"Census Tract 9704, Dare County, North Carolina",312,0,16.7,47.8,35.6,233,83.3,194,30.9,310,8.4,310,28.4
1400000US37055970501,37055970501,"Census Tract 9705.01, Dare County, North Carolina",193,24.4,45.1,9.8,20.7,118,100,118,12.7,208,7.2,208,39.9
1400000US37055970502,37055970502,"Census Tract 9705.02, Dare County, North Carolina",319,0,54.5,27.3,18.2,187,67.9,127,0,319,8.8,319,33.5
1400000US37055970601,37055970601,"Census Tract 9706.01, Dare County, North Carolina",529,2.5,28.2,48.2,21.2,324,72.8,236,9.3,543,5.2,543,27.3
1400000US37055970602,37055970602,"Census Tract 9706.02, Dare County, North Carolina",210,0,28.1,52.9,19,29,100,29,0,210,17.1,210,41
1400000US37055990100,37055990100,"Census Tract 9901, Dare County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37055990200,37055990200,"Census Tract 9902, Dare County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37057060101,37057060101,"Census Tract 601.01, Davidson County, North Carolina",315,7.6,23.8,56.2,12.4,256,75,192,15.1,315,0,315,21.6
1400000US37057060102,37057060102,"Census Tract 601.02, Davidson County, North Carolina",444,14.4,23.9,27.3,34.5,241,89.6,216,10.6,490,8.4,490,27.6
1400000US37057060201,37057060201,"Census Tract 602.01, Davidson County, North Carolina",414,20.8,30.4,19.6,29.2,235,100,235,0,414,0,414,22.7
1400000US37057060202,37057060202,"Census Tract 602.02, Davidson County, North Carolina",217,12.4,49.8,29.5,8.3,76,100,76,13.2,217,0,217,48.4
1400000US37057060203,37057060203,"Census Tract 602.03, Davidson County, North Carolina",439,15.9,27.6,41,15.5,233,70,163,0,447,8.9,447,37.4
1400000US37057060301,37057060301,"Census Tract 603.01, Davidson County, North Carolina",329,4.9,18.5,53.8,22.8,209,80.9,169,12.4,329,0,329,8.5
1400000US37057060302,37057060302,"Census Tract 603.02, Davidson County, North Carolina",291,8.9,38.8,18.9,33.3,182,90.1,164,9.1,291,0,291,33
1400000US37057060303,37057060303,"Census Tract 603.03, Davidson County, North Carolina",397,1,28,57.7,13.4,158,93,147,40.1,406,0,406,40.4
1400000US37057060304,37057060304,"Census Tract 603.04, Davidson County, North Carolina",206,10.2,41.3,16,32.5,134,100,134,16.4,206,0,206,23.8
1400000US37057060400,37057060400,"Census Tract 604, Davidson County, North Carolina",375,10.4,40.5,37.9,11.2,190,57.4,109,0,375,2.9,375,25.6
1400000US37057060500,37057060500,"Census Tract 605, Davidson County, North Carolina",469,9.4,56.9,14.5,19.2,222,95,211,0,469,2.8,469,18.1
1400000US37057060601,37057060601,"Census Tract 606.01, Davidson County, North Carolina",344,11.6,23.5,45.1,19.8,188,77.7,146,0,344,7,344,14.8
1400000US37057060602,37057060602,"Census Tract 606.02, Davidson County, North Carolina",305,8.2,18.7,58,15.1,160,66.9,107,49.5,305,0,305,16.7
1400000US37057060700,37057060700,"Census Tract 607, Davidson County, North Carolina",183,8.7,27.3,28.4,35.5,89,80.9,72,0,183,0,183,28.4
1400000US37057060800,37057060800,"Census Tract 608, Davidson County, North Carolina",293,5.8,18.4,64.2,11.6,211,88.6,187,29.9,282,5.7,282,9.6
1400000US37057060900,37057060900,"Census Tract 609, Davidson County, North Carolina",363,3.3,40.8,34.4,21.5,288,89.6,258,32.9,363,19.8,363,28.9
1400000US37057061000,37057061000,"Census Tract 610, Davidson County, North Carolina",331,19.9,45.3,21.1,13.6,172,86,148,0,306,14.1,306,10.5
1400000US37057061100,37057061100,"Census Tract 611, Davidson County, North Carolina",365,19.5,27.9,43,9.6,136,73.5,100,0,362,6.4,362,34.8
1400000US37057061201,37057061201,"Census Tract 612.01, Davidson County, North Carolina",522,26.8,23.6,34.1,15.5,242,58.3,141,10.6,514,2.9,514,41.8
1400000US37057061202,37057061202,"Census Tract 612.02, Davidson County, North Carolina",145,6.2,29,28.3,36.6,72,95.8,69,0,145,0,145,41.4
1400000US37057061300,37057061300,"Census Tract 613, Davidson County, North Carolina",155,25.2,27.7,37.4,9.7,114,68.4,78,28.2,145,16.6,145,33.8
1400000US37057061400,37057061400,"Census Tract 614, Davidson County, North Carolina",149,0,51.7,48.3,0,119,63,75,9.3,119,5,119,33.6
1400000US37057061500,37057061500,"Census Tract 615, Davidson County, North Carolina",266,16.5,39.5,26.3,17.7,100,47,47,29.8,253,7.1,253,27.7
1400000US37057061600,37057061600,"Census Tract 616, Davidson County, North Carolina",137,16.8,27.7,50.4,5.1,76,90.8,69,0,137,0,137,63.5
1400000US37057061701,37057061701,"Census Tract 617.01, Davidson County, North Carolina",440,7.3,42.7,35.5,14.5,141,78,110,0,440,1.8,440,9.1
1400000US37057061702,37057061702,"Census Tract 617.02, Davidson County, North Carolina",438,14.2,45.4,36.3,4.1,275,36,99,19.2,438,0,438,41.8
1400000US37057061703,37057061703,"Census Tract 617.03, Davidson County, North Carolina",381,6.6,65.1,25.7,2.6,223,71.7,160,13.8,381,8.4,381,22.6
1400000US37057061802,37057061802,"Census Tract 618.02, Davidson County, North Carolina",331,0,48.6,37.5,13.9,190,76.8,146,0,331,11.2,331,24.5
1400000US37057061803,37057061803,"Census Tract 618.03, Davidson County, North Carolina",475,18.7,34.7,41.3,5.3,349,60.5,211,6.6,475,4,475,14.7
1400000US37057061804,37057061804,"Census Tract 618.04, Davidson County, North Carolina",629,12.9,34.2,22.1,30.8,390,64.6,252,27.4,646,5.6,646,34.5
1400000US37057061901,37057061901,"Census Tract 619.01, Davidson County, North Carolina",410,17.8,22.4,57.3,2.4,284,70.1,199,11.1,410,9.5,410,40.7
1400000US37057061902,37057061902,"Census Tract 619.02, Davidson County, North Carolina",360,30.8,33.3,22.5,13.3,120,29.2,35,0,354,9.3,354,35
1400000US37057062001,37057062001,"Census Tract 620.01, Davidson County, North Carolina",327,10.4,28.7,19.9,41,221,59.3,131,10.7,327,4.3,327,15
1400000US37057062002,37057062002,"Census Tract 620.02, Davidson County, North Carolina",336,18.5,36.3,38.1,7.1,123,89.4,110,13.6,328,5.2,328,27.4
1400000US37059080100,37059080100,"Census Tract 801, Davie County, North Carolina",513,11.5,56.7,23.2,8.6,337,89,300,21.7,513,9.4,513,25.3
1400000US37059080200,37059080200,"Census Tract 802, Davie County, North Carolina",449,0,46.8,32.3,20.9,292,76,222,14,449,0,449,37.6
1400000US37059080300,37059080300,"Census Tract 803, Davie County, North Carolina",912,6.7,16.7,24.9,51.8,407,78.9,321,0,896,1.1,896,17.3
1400000US37059080400,37059080400,"Census Tract 804, Davie County, North Carolina",458,12.4,24,40.6,22.9,261,51,133,0,458,14.6,458,12.4
1400000US37059080500,37059080500,"Census Tract 805, Davie County, North Carolina",309,10.4,35.3,32.7,21.7,238,84.9,202,0,346,2.3,346,17.3
1400000US37059080600,37059080600,"Census Tract 806, Davie County, North Carolina",219,0,15.1,53.9,31.1,95,65.3,62,0,214,3.3,214,41.6
1400000US37059080700,37059080700,"Census Tract 807, Davie County, North Carolina",517,9.3,33.8,49.7,7.2,339,82,278,10.4,517,0.4,517,15.3
1400000US37061090100,37061090100,"Census Tract 901, Duplin County, North Carolina",698,13.6,17.3,50.4,18.6,518,76.6,397,15.9,698,4,698,20.1
1400000US37061090200,37061090200,"Census Tract 902, Duplin County, North Carolina",291,11.7,29.2,46.7,12.4,171,69.6,119,3.4,291,5.8,291,28.2
1400000US37061090300,37061090300,"Census Tract 903, Duplin County, North Carolina",398,7.8,29.1,44.2,18.8,228,55.3,126,4.8,398,14.3,398,51.5
1400000US37061090400,37061090400,"Census Tract 904, Duplin County, North Carolina",481,10.2,30.4,33.9,25.6,296,80.4,238,1.7,470,0,470,20
1400000US37061090501,37061090501,"Census Tract 905.01, Duplin County, North Carolina",454,13.9,36.6,45.6,4,265,54.3,144,9,454,24.7,454,44.5
1400000US37061090502,37061090502,"Census Tract 905.02, Duplin County, North Carolina",438,11.4,39.5,39.7,9.4,281,90.7,255,5.1,442,11.1,442,32.6
1400000US37061090600,37061090600,"Census Tract 906, Duplin County, North Carolina",215,11.6,48.8,26.5,13,82,72,59,37.3,215,9.3,215,51.6
1400000US37061090701,37061090701,"Census Tract 907.01, Duplin County, North Carolina",290,1.4,44.1,30.3,24.1,197,54.8,108,46.3,290,25.9,290,54.1
1400000US37061090702,37061090702,"Census Tract 907.02, Duplin County, North Carolina",501,26.5,32.5,36.3,4.6,302,81.8,247,0.8,494,0.2,494,22.1
1400000US37061090801,37061090801,"Census Tract 908.01, Duplin County, North Carolina",97,25.8,22.7,48.5,3.1,54,79.6,43,34.9,97,0,97,24.7
1400000US37061090802,37061090802,"Census Tract 908.02, Duplin County, North Carolina",277,7.6,39.7,49.5,3.2,120,50,60,6.7,271,5.9,271,49.1
1400000US37063000101,37063000101,"Census Tract 1.01, Durham County, North Carolina",124,2.4,34.7,50,12.9,108,72.2,78,21.8,124,0,124,21.8
